Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
Yandy Diaz,TBR,31,4,14,17,5,2,1,0,2,6,6,3,0,2,0,0,0,0,0,0,.357,6,4,2,0,68,29,39,1,0,0,17.6%,11.8%,1.50,.471,.857,1.328,.500,.300,1.50,16.7%,50.0%,33.3%,0.0%,50.0%,16.7%,0.0%,.539,3.0,5,3.2,-0.2,0.5,-0.3,3.4,0.3,$2.7,2.6,256,0.14,-0.15,0.29,4.61,0.50,0.78,,0,0.43,-0.25,45.6%,94.7,19.1%,84.4,13.2%,86.2,8.8%,84.5,13.2%,86.2,,,,,,,0.2,2.1,1.6,-0.4,-0.2,,,0.73,16.05,17.80,-6.42,-2.68,,,13.5%,61.3%,35.3%,60.0%,84.2%,79.2%,45.6%,52.9%,7.4%,0.2,27.9%,,13.2%,,,17.6%,19.1%,7.4%,1.5%,,13.2%,,,,94.9,,86.1,,,94.2,84.4,85.3,81.1,,86.1,,,-1.3,,-1.2,,,-9.0,2.1,-2.6,4.7,,8.3,,,10.1,,4.8,,,6.4,-0.1,-2.8,-7.3,,5.0,,,0.1,,1.6,,,-0.1,2.1,-0.2,-0.2,,-0.2,,,0.57,,17.80,,,-0.51,16.05,-4.28,-17.09,,-2.68,,,17.2%,48.7%,35.3%,60.0%,84.2%,79.2%,57.4%,17.9,-0.5,0.0,0.1,31 - 31,3.3,0.0,0.1,41.7%,33.3%,25.0%,8.3%,41.7%,50.0%,41.2%,13.2%,,8.8%,32.4%,14.7%,,,,11.8%,19.1%,,86.6,,85.1,95.7,87.5,,,,93.9,85.0,,8.2,,-0.4,-2.0,-1.4,,,,-9.3,2.8,,3.2,,-5.1,8.8,3.7,,,,3.5,-1.4,,-0.2,,-0.4,-0.2,1.7,,,,0.2,2.1,,-2.68,,-6.42,-0.90,16.83,,,,2.07,16.05,,16.7%,50.0%,35.3%,60.0%,84.2%,79.2%,55.9%,17.9,,144,198,53,146,210,310,103,90,116,87,406,103,96,101,50,82,154,98.9,7.6,2,16.7%,113.2,8,66.7%,12,22.1%,29.4%,.257,.461,.374,0.4
Paul Goldschmidt,STL,35,5,19,23,9,7,1,0,1,3,2,4,0,3,0,0,0,1,1,0,.474,3,4,9,0,93,42,51,1,0,0,17.4%,13.0%,1.33,.565,.684,1.249,.211,.533,0.75,56.3%,18.8%,25.0%,0.0%,25.0%,33.3%,0.0%,.534,4.0,7,4.1,0.2,0.7,-0.4,4.8,0.5,$3.9,3.9,246,0.54,-0.19,0.74,3.47,0.38,0.90,,0,0.33,0.28,64.4%,93.9,10.0%,83.6,8.9%,87.8,5.6%,74.8,4.4%,84.5,6.7%,85.2,,,3.2%,,3.3,0.0,0.0,0.0,-0.3,1.1,,5.65,0.18,0.60,0.05,-7.74,18.01,,29.2%,64.3%,39.8%,84.2%,72.2%,78.4%,30.1%,39.1%,8.6%,0.1,37.6%,,7.5%,3.2%,,26.9%,15.1%,5.4%,,,4.3%,,,,94.1,,89.5,85.5,,93.5,83.7,74.8,,,84.5,,,-3.0,,-0.2,-10.5,,-4.1,3.0,7.5,,,-3.7,,,9.5,,5.3,2.3,,5.4,1.9,-7.0,,,3.6,,,0.8,,0.1,0.6,,1.7,0.5,0.0,,,-0.3,,,2.40,,1.32,19.25,,6.78,3.39,0.05,,,-7.74,,,25.9%,59.0%,39.8%,85.7%,73.9%,78.4%,41.9%,19.5,-0.2,0.1,-0.1,35 - 35,4.2,0.1,0.1,31.3%,25.0%,43.8%,12.5%,37.5%,50.0%,34.8%,5.4%,,5.4%,39.8%,3.2%,3.2%,,,25.8%,17.2%,,84.8,,75.0,94.2,90.0,85.8,,,93.4,84.8,,-2.6,,7.7,-2.9,-0.1,-10.3,,,-3.8,2.6,,2.4,,-8.5,8.3,6.1,1.0,,,4.4,0.7,,-0.4,,0.0,1.3,0.0,0.6,,,1.2,0.6,,-7.13,,0.05,3.50,-0.08,19.25,,,5.16,3.85,,25.5%,60.5%,39.8%,85.7%,73.9%,78.4%,40.9%,19.5,,188,197,57,175,164,128,177,268,43,72,178,74,77,173,71,72,164,96.4,17.2,0,0.0%,110.4,11,68.8%,16,15.1%,23.7%,.492,.830,.584,0.5
Mike Trout,LAA,31,5,16,23,6,3,2,0,1,5,2,6,0,3,1,0,0,0,0,0,.375,4,3,6,0,112,57,55,0,0,0,26.1%,13.0%,2.00,.565,.688,1.253,.313,.417,1.33,46.2%,30.8%,23.1%,0.0%,33.3%,0.0%,0.0%,.527,3.9,7,3.9,-0.3,0.7,0.1,4.4,0.4,$3.5,1.8,241,0.22,-0.15,0.37,3.43,0.39,0.60,,0,0.33,0.03,57.1%,94.2,23.2%,84.5,1.8%,88.5,4.5%,77.8,10.7%,86.6,2.7%,93.7,,,,,3.2,0.3,0.5,0.0,-0.3,-0.1,,4.94,1.33,26.76,-0.12,-2.22,-3.16,,16.2%,54.5%,31.3%,63.6%,75.0%,71.4%,39.3%,56.5%,8.9%,0.0,52.7%,,1.8%,2.7%,,4.5%,17.9%,9.8%,,,10.7%,,,,94.1,,88.3,93.5,,94.3,85.0,80.3,,,86.4,,,-3.7,,-0.8,-7.3,,-10.0,2.1,0.8,,,-7.0,,,8.7,,6.4,2.6,,4.9,1.1,-5.5,,,2.4,,,3.2,,0.5,-0.1,,-0.1,0.8,-0.5,,,-0.3,,,5.41,,26.76,-3.16,,-1.25,4.17,-4.50,,,-2.47,,,14.0%,49.1%,31.3%,62.5%,74.1%,71.4%,49.1%,17.3,-0.3,-0.1,0.0,31 - 31,3.9,0.0,0.1,46.2%,38.5%,15.4%,7.7%,30.8%,61.5%,43.5%,10.7%,,8.9%,53.6%,1.8%,2.7%,,,3.6%,18.8%,,86.9,,80.9,94.6,88.7,94.0,,,94.1,85.2,,-6.5,,-2.2,-3.3,-0.2,-6.8,,,-10.2,4.1,,1.1,,-4.5,7.7,5.3,1.2,,,3.1,-1.5,,-0.3,,-0.3,3.1,0.5,-0.1,,,0.0,0.6,,-2.47,,-2.73,5.25,26.76,-3.16,,,-0.45,2.91,,14.0%,49.1%,31.3%,62.5%,74.1%,71.4%,49.1%,17.3,,152,293,59,175,168,194,143,250,71,60,271,114,110,62,46,61,189,99.8,13.1,1,7.7%,111.9,10,76.9%,13,17.9%,26.8%,.570,1.134,.713,0.4
Luke Raley,TBR,28,5,13,16,4,1,0,0,3,4,6,1,0,4,1,1,0,0,0,0,.308,5,5,0,0,53,23,30,0,0,0,6.3%,25.0%,0.25,.375,1.000,1.375,.692,.143,1.00,0.0%,50.0%,50.0%,0.0%,60.0%,0.0%,0.0%,.523,2.7,5,2.8,-0.5,0.5,-0.4,2.4,0.2,$2.0,2.6,245,0.49,-0.16,0.65,3.11,0.31,0.72,0.95,1,0.56,0.13,45.3%,93.5,13.2%,84.7,5.7%,87.3,15.1%,79.1,20.8%,85.5,,,,,,,3.8,-0.7,-0.2,-0.2,0.2,,,16.04,-10.08,-6.98,-2.11,1.79,,,29.7%,81.3%,45.3%,27.3%,76.9%,54.2%,30.2%,43.8%,20.8%,0.0,26.4%,,3.8%,,,17.0%,13.2%,11.3%,5.7%,,22.6%,,,,92.7,,89.6,,,95.3,84.8,79.0,79.9,,85.6,,,-4.4,,1.5,,,-9.8,0.4,5.1,4.6,,-10.2,,,7.9,,4.7,,,5.7,1.8,-4.2,-6.0,,1.2,,,1.3,,0.0,,,2.5,-0.7,-0.3,-0.1,,0.2,,,9.31,,0.29,,,27.89,-9.48,-5.73,-2.73,,1.94,,,28.1%,71.4%,45.3%,33.3%,66.7%,54.2%,39.6%,17.9,-0.8,0.0,-0.1,28 - 28,2.8,0.0,0.1,40.0%,30.0%,30.0%,10.0%,40.0%,50.0%,50.0%,22.6%,,17.0%,22.6%,11.3%,,,,13.2%,13.2%,,86.2,,79.8,93.4,92.7,,,,96.0,85.4,,-9.4,,6.0,-4.8,0.1,,,,-9.5,1.1,,-0.3,,-6.1,7.5,4.9,,,,3.9,0.3,,0.2,,-0.4,2.7,0.0,,,,1.1,-0.7,,1.94,,-4.73,22.44,0.72,,,,15.46,-9.48,,27.3%,75.0%,45.3%,33.3%,66.7%,54.2%,37.7%,17.9,,124,70,114,116,245,429,49,0,116,131,488,99,86,121,60,79,154,92.5,12.6,2,20.0%,109.2,7,70.0%,10,11.3%,32.1%,.272,.776,.483,0.3
Gleyber Torres,NYY,26,5,15,21,5,3,0,0,2,5,4,6,0,2,0,0,0,0,3,0,.333,7,5,1,0,98,46,52,1,0,0,28.6%,9.5%,3.00,.524,.733,1.257,.400,.273,1.40,7.7%,53.8%,38.5%,0.0%,40.0%,14.3%,0.0%,.519,3.4,6,3.5,-0.4,0.7,0.0,4.6,0.5,$3.7,6.0,238,0.17,-0.28,0.45,4.87,0.52,0.69,,0,0.59,-0.34,42.9%,93.8,32.7%,84.3,2.0%,88.0,6.1%,83.8,13.3%,86.5,3.1%,90.3,,,,,2.0,0.8,0.5,0.1,-0.3,0.5,,4.71,2.39,23.15,1.19,-2.46,17.95,,29.2%,57.7%,36.7%,76.2%,66.7%,72.2%,26.5%,57.1%,10.2%,0.8,17.3%,,2.0%,8.2%,,24.5%,32.7%,2.0%,4.1%,,9.2%,,,,93.2,,87.9,89.0,,94.6,84.4,83.4,83.2,,84.9,,,-2.2,,2.1,-9.6,,-2.6,0.3,-6.7,3.8,,-6.5,,,9.2,,5.3,2.8,,4.5,2.5,2.8,-4.4,,0.7,,,0.7,,0.5,0.4,,1.2,0.8,0.0,0.0,,-0.2,,,4.10,,23.15,5.44,,5.00,2.57,0.74,0.02,,-1.85,,,22.4%,57.5%,36.7%,76.9%,65.2%,69.4%,40.8%,17.9,-0.4,0.5,0.3,26 - 26,4.3,0.0,0.0,7.7%,38.5%,53.8%,30.8%,46.2%,23.1%,47.6%,11.2%,,1.0%,16.3%,6.1%,6.1%,,,25.5%,33.7%,,85.0,,74.6,93.7,86.7,90.2,,,94.1,84.2,,-6.4,,4.7,-1.5,0.0,-9.0,,,-2.2,1.3,,0.2,,-9.1,9.2,3.0,0.4,,,2.8,0.4,,-0.1,,0.0,0.6,0.6,0.4,,,1.2,0.7,,-0.83,,-4.42,4.05,10.36,5.99,,,5.00,2.19,,23.7%,56.4%,36.7%,78.6%,63.6%,69.4%,39.8%,17.9,,135,321,43,163,179,248,93,42,124,101,325,19,110,217,184,91,71,88.0,11.1,3,23.1%,103.5,6,46.2%,13,16.3%,26.5%,.307,.720,.519,0.5
Dansby Swanson,CHC,29,5,20,24,10,8,2,0,0,6,2,4,0,2,0,0,0,0,0,1,.500,10,3,5,0,87,38,49,1,0,0,16.7%,8.3%,2.00,.583,.600,1.183,.100,.556,3.33,27.8%,55.6%,16.7%,0.0%,0.0%,10.0%,0.0%,.517,3.9,7,3.9,0.1,0.7,0.2,4.6,0.5,$3.7,3.1,231,0.45,-0.23,0.68,4.42,0.45,0.90,,0,0.36,0.14,54.0%,94.0,20.7%,85.2,8.0%,87.7,6.9%,80.7,9.2%,86.4,1.1%,82.0,,,,,2.9,1.0,0.0,0.3,0.0,-0.2,,6.11,5.35,-0.53,4.25,0.51,-16.91,,18.0%,59.5%,35.6%,77.8%,72.7%,74.2%,42.5%,45.8%,9.2%,-0.4,32.2%,,8.0%,1.1%,,21.8%,24.1%,3.4%,,,9.2%,,,,93.4,,87.7,81.9,,94.7,84.7,79.7,,,86.3,,,-4.0,,0.0,-4.0,,-8.9,2.9,1.6,,,-9.6,,,9.5,,6.4,2.8,,5.5,0.0,-3.8,,,1.5,,,2.0,,-0.1,-0.2,,0.8,1.3,0.0,,,0.0,,,7.31,,-0.98,-16.36,,4.33,6.02,-1.53,,,0.51,,,14.0%,56.8%,35.6%,66.7%,76.0%,74.2%,50.6%,18.1,0.3,-0.5,0.0,29 - 29,3.4,0.1,0.1,50.0%,38.9%,11.1%,0.0%,38.9%,61.1%,25.0%,8.0%,,3.4%,33.3%,3.4%,2.3%,,,20.7%,28.7%,,86.3,,80.2,93.8,90.5,85.4,,,95.4,85.4,,-9.6,,1.7,-3.7,0.2,-5.5,,,-8.5,3.0,,-0.3,,-5.3,8.3,6.4,2.1,,,4.2,-0.4,,0.0,,0.0,2.1,-0.3,-0.1,,,0.8,1.5,,-0.07,,-1.53,7.21,-9.19,-5.88,,,4.33,5.89,,12.2%,56.5%,35.6%,60.0%,76.9%,74.2%,52.9%,18.1,,198,188,37,180,144,61,185,132,126,48,0,118,120,44,0,75,200,94.7,6.0,1,5.6%,109.0,9,50.0%,18,20.7%,29.9%,.414,.573,.443,0.5
Trevor Larnach,MIN,26,5,19,23,8,6,0,1,1,4,5,4,0,5,0,0,0,1,0,0,.421,5,5,4,0,98,46,52,1,0,0,17.4%,21.7%,0.80,.522,.684,1.206,.263,.538,1.00,28.6%,35.7%,35.7%,0.0%,20.0%,20.0%,0.0%,.510,3.6,6,3.6,-0.5,0.7,-0.2,3.9,0.4,$3.1,3.7,233,0.02,-0.33,0.36,4.10,0.43,0.86,,0,0.38,-0.35,31.6%,92.0,21.4%,82.9,7.1%,88.3,18.4%,77.2,21.4%,89.0,,,,,,,3.1,-0.1,0.3,-0.1,0.0,,,9.86,-0.44,3.57,-0.48,-0.11,,,21.2%,65.6%,35.7%,35.7%,90.5%,68.6%,32.7%,34.8%,11.2%,0.2,18.4%,,3.1%,,,16.3%,23.5%,20.4%,,,18.4%,,,,90.6,,85.3,,,93.2,83.8,78.0,,,88.5,,,-3.0,,-0.8,,,-9.3,4.0,5.1,,,-10.0,,,8.5,,6.4,,,5.6,1.7,-6.2,,,4.2,,,1.8,,-0.3,,,1.3,0.3,0.0,,,-0.1,,,10.11,,-8.76,,,7.92,1.51,-0.22,,,-0.29,,,20.7%,57.5%,35.7%,25.0%,91.3%,68.6%,40.8%,18.7,-0.7,-0.1,0.1,26 - 26,3.9,0.0,0.2,35.7%,50.0%,14.3%,0.0%,64.3%,35.7%,43.5%,18.4%,,17.3%,18.4%,10.2%,,,,12.2%,23.5%,,88.4,,76.8,90.1,90.2,,,,93.9,82.6,,-9.7,,4.8,-4.8,2.4,,,,-9.3,5.1,,2.7,,-8.5,7.8,3.9,,,,3.2,-0.1,,-0.1,,0.2,2.2,0.6,,,,0.4,-0.4,,-0.29,,1.33,12.14,6.29,,,,3.69,-1.55,,22.0%,56.4%,35.7%,30.8%,90.9%,68.6%,39.8%,18.7,,170,195,99,162,167,163,184,155,83,93,163,88,143,58,0,127,110,90.8,17.9,1,7.1%,108.8,7,50.0%,14,17.3%,28.6%,.326,.538,.420,0.4
Taylor Ward,LAA,29,5,23,24,10,7,1,0,2,5,6,1,0,6,0,0,0,1,1,0,.435,4,6,7,0,77,22,55,0,0,0,4.2%,25.0%,0.17,.458,.739,1.197,.304,.533,0.67,41.2%,23.5%,35.3%,0.0%,33.3%,0.0%,0.0%,.508,3.7,7,3.7,0.1,0.7,-0.2,4.3,0.4,$3.5,5.1,228,0.14,-0.27,0.41,4.79,0.55,0.64,,0,0.42,-0.20,62.3%,93.6,24.7%,82.5,3.9%,88.3,3.9%,80.3,3.9%,85.3,1.3%,93.0,,,,,2.2,0.2,0.4,-0.3,0.5,-0.2,,4.62,0.91,13.82,-9.07,18.20,-16.91,,41.0%,71.1%,55.8%,62.5%,92.6%,81.4%,49.4%,62.5%,10.4%,-0.1,53.2%,,3.9%,1.3%,,9.1%,20.8%,7.8%,,,3.9%,,,,93.5,,88.5,93.3,,94.1,82.6,81.2,,,85.3,,,-4.2,,-0.7,-5.8,,-5.4,1.8,2.7,,,-3.8,,,8.3,,7.1,1.6,,3.5,0.7,-7.1,,,1.9,,,1.6,,0.4,-0.2,,0.6,0.4,-0.5,,,0.5,,,3.84,,13.82,-16.91,,8.77,2.79,-9.11,,,18.20,,,35.5%,69.6%,55.8%,54.5%,90.6%,81.4%,59.7%,18.2,-0.1,0.1,0.0,29 - 29,3.6,0.0,-0.2,47.1%,23.5%,29.4%,11.8%,47.1%,41.2%,37.5%,3.9%,,6.5%,53.2%,3.9%,1.3%,,,9.1%,22.1%,,85.8,,81.4,93.9,88.9,93.8,,,94.5,83.0,,-3.4,,-0.2,-3.7,0.1,-5.2,,,-5.1,3.2,,0.4,,-6.6,7.4,6.1,0.5,,,2.3,-1.6,,0.5,,-0.3,1.6,0.4,-0.2,,,0.6,0.2,,18.20,,-5.61,3.84,13.82,-16.91,,,8.77,1.06,,35.5%,69.6%,55.8%,54.5%,90.6%,81.4%,59.7%,18.2,,176,47,114,142,181,189,182,223,54,92,271,117,67,119,70,93,127,90.0,15.3,2,11.8%,108.7,8,47.1%,17,15.6%,26.0%,.403,.771,.496,0.5
Jose Siri,TBR,27,4,15,16,5,1,2,0,2,4,6,1,0,5,0,0,0,1,1,0,.333,6,4,0,0,56,19,37,0,0,0,6.3%,31.3%,0.20,.375,.867,1.242,.533,.375,1.50,0.0%,60.0%,40.0%,0.0%,50.0%,0.0%,0.0%,.508,2.5,4,2.6,0.0,0.5,0.1,3.1,0.3,$2.5,7.5,235,0.34,-0.21,0.55,2.59,0.27,0.71,,0,0.40,0.09,33.9%,93.5,19.6%,86.2,14.3%,85.9,8.9%,79.8,14.3%,85.4,8.9%,82.8,,,,,-0.6,1.7,0.6,0.7,-0.4,-0.4,,-3.11,15.84,7.98,13.76,-4.82,-7.69,,22.2%,69.0%,46.4%,33.3%,55.0%,50.0%,51.8%,62.5%,23.2%,0.0,23.2%,,14.3%,8.9%,,10.7%,19.6%,8.9%,,,14.3%,,,,93.7,,85.9,82.7,,92.9,86.2,79.8,,,85.2,,,1.4,,-1.8,7.8,,-3.1,1.3,2.9,,,9.9,,,10.5,,5.5,1.3,,6.6,1.4,-6.9,,,5.9,,,-0.6,,0.6,-0.4,,0.0,1.7,0.7,,,-0.4,,,-4.35,,7.98,-7.69,,-0.43,15.84,13.76,,,-5.21,,,21.7%,63.6%,46.4%,40.0%,52.4%,50.0%,58.9%,16.3,0.0,0.2,0.0,27 - 27,2.6,0.0,-0.2,70.0%,30.0%,0.0%,10.0%,20.0%,70.0%,50.0%,14.3%,,8.9%,25.0%,14.3%,8.9%,,,8.9%,19.6%,,85.8,,80.3,94.3,86.5,83.3,,,93.1,86.7,,9.7,,3.4,0.9,-2.1,7.2,,,-2.1,2.1,,4.0,,-8.5,9.1,4.2,-0.3,,,4.6,0.2,,-0.4,,0.7,-0.5,0.6,-0.4,,,-0.1,1.7,,-5.21,,13.76,-3.78,7.98,-7.69,,,-1.23,15.84,,20.8%,65.6%,46.4%,40.0%,52.4%,50.0%,57.1%,16.3,,135,70,142,116,212,331,128,0,139,105,406,173,86,0,60,39,215,94.5,5.2,2,20.0%,110.5,7,70.0%,10,19.6%,42.9%,.285,.561,.361,0.3
Austin Hays,BAL,27,5,17,18,7,3,3,0,1,4,1,1,0,4,0,0,0,1,1,0,.412,4,6,3,0,68,24,44,1,0,0,5.6%,22.2%,0.25,.444,.765,1.209,.353,.500,0.67,23.1%,30.8%,46.2%,0.0%,16.7%,25.0%,0.0%,.508,2.8,5,2.8,-0.5,0.6,-0.2,2.4,0.2,$2.0,6.3,230,0.06,-0.18,0.24,-0.10,-0.01,0.57,,0,0.30,-0.19,49.3%,92.0,25.4%,83.1,14.9%,90.3,4.5%,80.3,6.0%,83.8,,,,,1.5%,,2.6,-0.1,0.0,-0.3,0.0,,,7.78,-0.80,0.01,-11.12,-0.98,,,30.0%,63.0%,43.3%,58.3%,82.4%,72.4%,40.3%,72.2%,11.8%,-0.2,23.9%,,16.4%,,,25.4%,23.9%,4.5%,,,6.0%,,,,92.2,,89.9,,,91.6,82.7,80.3,,,83.8,,,0.2,,0.8,,,-6.6,0.9,4.5,,,10.4,,,7.2,,6.5,,,2.1,0.2,4.4,,,2.8,,,2.7,,-0.1,,,-0.1,-0.1,-0.3,,,0.0,,,16.92,,-0.53,,,-0.76,-0.48,-11.12,,,-0.98,,,33.3%,54.8%,43.3%,50.0%,88.2%,72.4%,46.3%,19.1,-0.7,0.2,-0.1,27 - 27,2.6,0.0,-0.3,46.2%,30.8%,23.1%,7.7%,53.8%,38.5%,33.3%,6.0%,,,19.4%,16.4%,,,,29.9%,28.4%,,84.0,,,93.4,90.5,,,,91.9,82.9,,9.5,,,2.0,1.3,,,,-5.6,2.2,,1.6,,,6.8,5.0,,,,1.0,-0.8,,0.0,,,3.0,-0.1,,,,-0.5,-0.4,,-0.98,,,23.38,-0.53,,,,-2.31,-2.12,,26.5%,60.6%,43.3%,55.6%,80.0%,72.4%,49.3%,19.1,,166,62,101,138,187,219,171,125,71,121,135,114,88,93,46,106,118,88.8,10.1,2,15.4%,108.1,5,38.5%,13,20.6%,32.4%,.275,.556,.375,0.3
Jorge Mateo,BAL,28,4,14,17,5,3,0,0,2,6,5,2,0,2,0,0,1,0,4,0,.357,4,5,3,0,62,25,37,1,1,0,11.8%,11.8%,1.00,.438,.786,1.223,.429,.300,0.80,25.0%,33.3%,41.7%,0.0%,40.0%,25.0%,0.0%,.506,2.6,5,2.6,0.1,0.5,0.2,4.3,0.4,$3.4,7.5,229,0.30,-0.12,0.42,3.78,0.39,0.73,,0,0.39,0.03,49.2%,93.7,32.8%,82.5,14.8%,90.3,,,3.3%,87.5,,,,,1.6%,,0.2,2.7,-0.5,,-0.3,,,0.69,13.64,-5.17,,-12.68,,,22.2%,68.0%,41.0%,62.5%,88.2%,80.0%,41.0%,52.9%,8.1%,0.9,34.4%,,14.8%,,,14.8%,32.8%,,,,3.3%,,,,94.0,,90.5,,,92.9,82.3,,,,87.1,,,1.3,,1.5,,,-7.0,2.5,,,,10.4,,,7.9,,6.1,,,5.3,0.9,,,,4.6,,,-0.2,,-0.4,,,0.4,2.6,,,,-0.3,,,-0.77,,-4.22,,,4.09,13.07,,,,-12.68,,,20.0%,61.3%,41.0%,50.0%,89.5%,80.0%,50.8%,18.0,0.3,0.8,0.0,28 - 28,3.5,0.0,0.1,46.2%,30.8%,23.1%,7.7%,53.8%,38.5%,35.3%,3.3%,,,34.4%,16.4%,,,,14.8%,31.1%,,87.4,,,94.4,90.5,,,,93.6,82.5,,10.2,,,1.5,2.7,,,,-6.3,2.7,,3.4,,,6.9,4.0,,,,3.9,-0.3,,-0.3,,,-0.2,-0.4,,,,0.4,2.7,,-12.68,,,-0.77,-4.31,,,,4.09,14.00,,25.0%,58.6%,41.0%,37.5%,100.0%,80.0%,47.5%,18.0,,144,132,53,136,192,266,103,135,77,109,325,114,88,93,46,106,118,89.3,7.5,1,7.7%,106.2,5,38.5%,13,19.4%,27.4%,.279,.633,.435,0.4
